time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Concurrent GC.count,Jvm:G1 Concurrent GC.time,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2024-10-18 10:45:36.130 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907835392,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,2,92695592,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 10:46:36.267 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907712512,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,51, , ,1,9,72711728,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:47:36.273 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907712512,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,2,51873072,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:48:36.279 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907712512,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,105350448,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 10:49:36.287 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907712512,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,7, , ,1,3,85283112,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:50:36.294 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907708416,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,3,64422352,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:51:36.299 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907704320,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,118948304,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:52:36.305 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907704320,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,6, , ,1,5,98000880,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 10:53:36.313 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907687936,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,3,78092168,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:54:36.318 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907679744,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,8, , ,1,242,57132544,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:55:36.324 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907679744,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,111658496,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:56:36.330 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907679744,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,2,90682104,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 10:57:36.336 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907679744,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,18, , ,1,5,69654688,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:58:36.346 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907675648,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,124180640,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 10:59:36.356 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907667456,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,3,103269928,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 11:00:36.364 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907659264,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,6, , ,1,3,82260056,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:01:36.370 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907659264,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,3,61357640,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:02:36.381 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907659264,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,115883592,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:03:36.388 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907659264,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,6, , ,1,3,94865976,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 11:04:36.394 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907659264,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,8,73919096,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:05:36.400 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907659264,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,11, , ,1,3,53039840,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:06:36.408 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,107565792,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:07:36.412 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,2,86536704,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 11:08:36.421 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,8, , ,1,2,65635936,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:09:36.566 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,120161888,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:10:36.571 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,3,100166760,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:11:36.576 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,6, , ,1,2,79266368,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:12:36.582 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,2,58238224,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 11:13:36.587 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907589632,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,112764176,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:14:36.593 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907585536,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,7, , ,1,3,91821960,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:15:36.599 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907585536,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,2,71962336,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:16:36.603 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907585536,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,125439712,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 11:17:36.610 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907585536,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,6, , ,1,2,104449664,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:18:36.619 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907585536,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,3,83512320,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:19:36.626 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907585536,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,2,6, , ,1,2,63540344,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
2024-10-18 11:20:36.631 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,2, , , , , , , , , ,19,19, , , ,10,14,21, ,1, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907085824,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , ,117017720,2, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2024-10-18 11:21:36.638 UTC, , , , , , , , , ,589,3245989,96872,2800, ,19, ,4, , , , , , , , , ,19,19, , , ,10,14,21, ,2, , , , , , , , , , , , , , ,59218,6, ,58940, , , , ,63391,228907102208,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63391,1729236077981,,, , , , , , , , , ,3145728,63363, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1,2,97154768,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , 
